ID,Timestamp,Avg_rating,Total_answers,Total_ratings,Answer,Num_options,Question,OptionA,OptionB,OptionC,OptionD,OptionE,Explanation,Tags
6985123,8/10/2024 22:05,3,1,1,B,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">For the following code, what will the output(outputarray) produce?</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">{</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; int i, array[6]={2 ,4, 6 ,8, 10 ,12};</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; int outputarray[6];</span></p><p>&nbsp;</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;for(i=0; i&lt;5 ; i++) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;outputarray[i]=array[(i+2)%6];</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; }</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;for(i=4; i&gt;0; i--) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;printf(""%d "", outputarray[i]);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>6 8 10 12 2</p>,<p>2 12 10 8</p>,<p>0 2 12 10 8</p>,<p>2 12 10 6&nbsp;</p>,<p>8 10 12&nbsp; 2&nbsp;</p>,"<p>For&nbsp; code executed in the first for loop which begins at i=0 and ends at i=4</p><ul><li>i=0&nbsp; ,&nbsp; outputarray[0]=array[2]=6</li><li>i=1&nbsp; ,&nbsp;outputarray[1]=array[3]=8</li><li>i=2 ,&nbsp; outputarray[2]=array[4]=10</li><li>i=3 ,&nbsp; outputarray[3]= array[5] =12&nbsp;</li><li>i=4 ,&nbsp; outputarray[4]=array[0]= 2</li></ul><p>these are the output array&nbsp; [6 , 8 ,10 , 12 ,2 , garbage value]</p><p>now the second loop which goes from i=4 to i=1( note: not 0)</p><p>&nbsp;</p><p>2 , 12 , 10, 8&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p><p>&nbsp;</p>","indexing, arrays, loop"
6985124,8/10/2024 22:09,3.5,5,4,B,5,"<p><strong>Question 1</strong></p><p>What is the output of the following code? Choose the correct option.</p><p>&nbsp;</p><p>&nbsp;int i;</p><p>&nbsp;int candies [6] = {10, 20, 30, 40, 50, 60};</p><p>&nbsp;for (i =0;&nbsp; i &lt;6;&nbsp; i++) {</p><p>&nbsp;candies [ ( i+1) % 6] = candies [ ( i +3) % 6 ] ;</p><p>}</p><p>&nbsp;</p><p>&nbsp;for ( i = 0; i&lt;6; i++ ) {</p><p>&nbsp;printf ( ""%d"", candies[i] );</p><p>&nbsp;</p><p>}</p>",<p>(a) 10&nbsp; &nbsp;30&nbsp; &nbsp;20&nbsp; 50&nbsp; 60&nbsp; 40</p>,<p>(b) 50&nbsp; 40&nbsp; 50&nbsp; 60&nbsp; 10&nbsp; &nbsp;40</p>,<p>(c) 20&nbsp; 30&nbsp; 10&nbsp; 50&nbsp; 60&nbsp; 40</p>,<p>(d) 20&nbsp; 10&nbsp; 30&nbsp; 50&nbsp; 60&nbsp; 40</p>,<p>(e) 50&nbsp; 40&nbsp; 60&nbsp; 50&nbsp; 40&nbsp; 10</p>,"<p>&nbsp;Step 1: The array&nbsp; named candies is initialized - 10, 20,30,40,50,60</p><p>&nbsp;</p><p>Step 2 : Loop runs i = 0 to i = 5;&nbsp; which mean&nbsp; 6&nbsp; times&nbsp;&nbsp;</p><p>&nbsp;</p><p>Step 3:&nbsp; candies [(i+1)%6 ] = candies [(i +3) % 6] - means iteration by putting i = 0 to i =5</p><p>&nbsp;&nbsp;</p><p>&nbsp;iteration 1: i =0</p><p>&nbsp; &nbsp; &nbsp; &nbsp; candies [ ( 0 + 1) % 6] =&nbsp; candies [(0+3) % 6]</p><p>&nbsp; &nbsp; &nbsp; &nbsp; candies [1] = candies [ 3]&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; candies [1] = 40</p><p>&nbsp; Now array updates to: {10, 40, 30, 40, 50, 60}</p><p>&nbsp;</p><p>iteration 2: i =1</p><p>&nbsp; &nbsp; &nbsp; &nbsp;candies[ (1+1) % 6] = candies[ (1+3) % 6]</p><p>&nbsp; &nbsp; &nbsp; &nbsp;candies [2] = candies [4]</p><p>&nbsp; &nbsp; &nbsp; &nbsp;candies [2] =&nbsp; 50</p><p>Array becomes { 10, 40, 50, 40, 50, 60}</p><p>&nbsp;</p><p>iteration 3: i =2&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;candies[3] = candies[5]</p><p>Array becomes {10, 40, 50, 60, 50,60}</p><p>&nbsp;</p><p>iteration 4: i =3</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;candies [ 3+1] = candies[(3+3)%6]</p><p>&nbsp; &nbsp; &nbsp; &nbsp; candies[4] = candies[0]</p><p>&nbsp; Array becomes { 10, 40, 50, 60, 10, 60}</p><p>&nbsp;</p><p>iteration 5: i = 4</p><p>&nbsp; candies [5] = candies [1]&nbsp;</p><p>Array becomes { 10, 40, 50, 60, 10, 40}</p><p>&nbsp;</p><p>iteration 6: i = 5</p><p>&nbsp; candies [0] = candies[2]</p><p>Array becomes { 50, 40, 50, 60, 10, 40}</p><p>&nbsp; &nbsp;&nbsp;</p><p>&nbsp;</p>","indexing, arrays, loop, Integer arithmetic, if statement"
6985127,8/10/2024 22:10,2.8,6,5,A,5,"<p>What would the output of this code be?<br /><br /></p><p>#include &lt;stdio.h&gt;</p><p>int main() {<br />&nbsp; &nbsp; &nbsp; int a = 5;<br />&nbsp; &nbsp; &nbsp; int b = 2;<br />&nbsp; &nbsp; &nbsp; float result = (float)a / b;<br />&nbsp; &nbsp; &nbsp; printf(""%.2f\n"", result);<br />&nbsp; &nbsp; &nbsp; return 0;<br />}</p>",<p>2.5</p>,<p>2</p>,<p>2.2</p>,<p>3</p>,<p>4</p>,<p>The answer is A 2.5 because 5 divided by 2 equals 2.5</p>,conditional statements
6985128,8/10/2024 22:11,3.5,2,2,B,5,"<p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int function(int n) {<br />int Number = 0;<br />for (int i = 0; i &lt;= n; i++) {<br />Number += i;<br />}<br />return Number;<br />}</p><p>&nbsp;</p><p>int main() {<br />int n = 6;<br />int result = function(n);</p><p>printf(""%d\n"", result);<br />return 0;<br />}</p>",<p>15</p>,<p>21</p>,<p>24</p>,<p>30</p>,<p>6</p>,"<p>This function is suppose to sum up all the numbers before it including itself, So if n = 6:&nbsp;&nbsp;<br />1 + 2 + 3 + 4 + 5 + 6 = 21</p>","conditional statements, functions"
6985131,8/10/2024 22:12,3.5,8,6,D,5,"<p><span style=""font-family: 'courier new', courier, monospace;"">What is the output of this code?</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int a = 20;<br />int b = 40;<br />int c[] = {2, 3, 4, 4, 1};</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">if (!(a == b)) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">if (a &gt; b) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">printf(""a "");</span><br /><span style=""font-family: 'courier new', courier, monospace;"">} else {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">printf(""c "");</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">else&nbsp;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">printf(""d "");</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">for (i = 2; i &lt; 5; i++){</span><br /><span style=""font-family: 'courier new', courier, monospace;"">c[i] = c[c[i - 1]];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">printf("" %d "", c[i]);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">d 3 4 4</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">a 2 3 4</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">c 4 4 1</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">c 4 1 3</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">c 3 4 4</span></p>","<p><span style=""font-family: 'courier new', courier, monospace;"">for the if loop, make sure that both of the arguments are correct before picking what the argument is&nbsp;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">for the for loop, make sure to understand that you are trying to find the value of array of the value of the inner value of the array . After that we make a pointer back to c[i] or array manipulation</span></p>","indexing, arrays, loop, conditional statements, Call by Value"
6985138,8/10/2024 22:14,2.5,6,6,B,4,"<p>int ZeroCounter(int values[], int Length)<br />{<br />int Count = 0;<br />for (int i = 0; i &lt; Length; i++) {<br />if (values[i] == 0) {<br />Count++;<br />}<br />}<br />return Count;<br />}</p><p>&nbsp;</p><p>&nbsp;</p><p>int count = 0;<br />int values[6] = {0, 56, 7, 0, 1, 2};</p><p>count = ZeroCounter(values, 6);</p><p>printf(""%d"", count);</p><p>&nbsp;</p><p>&nbsp;</p><p>When The code written above is executed, what will the output be?</p>",<p>0</p>,<p>2</p>,<p>3</p>,<p>1</p>,,"<p>Basically when the code is executed the integer i is initialized as zer0. Then a for loop is run from values of i=0 up until the one less than the length of the array(because the array lets say the array is 5 characters long when i=0 that is index position 1, and when i is 4 we are at index position 5). Then if a 0 is found the integer count will increase by one and keep track of the number of zeros in the array.</p>",-
6985140,8/10/2024 22:15,4.33,9,3,C,4,"<p>What will this output?</p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;&nbsp;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int i = 100;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; double a = sqrt(i);</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; printf(""%f"", a);</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; return 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>100</p>,<p>10</p>,<p>garbage value</p>,<p>10.000000</p>,,"<p>Without the &lt;math.h&gt; library the ""sqrt()"" function is not recognised, so variable ""a"" is not assigned a value and the print function then gives a random value of an address stored in the memory.</p>",-
6985142,8/10/2024 22:15,3,1,1,A,5,"<p><img src=""../images/view.php?file=618331"" alt=""no description"" /></p><p>What would be the output to the console for the following function</p>",<p>6</p>,<p>-6</p>,<p>7</p>,<p>-7</p>,<p>9</p>,"<p>on the first loop a becomes 1, then 2, then 6, and so never triggers the if statement as a &gt; 6 is never true (if it was a&gt;=6 this would not be the case)&nbsp;</p><p>next although the statement 8 &gt; a &gt; 1 (where a is 6) appears true, c will apply order of operations so (8 &gt; 6) &gt; 1 = 1 &gt; 1 = 0, and thus the final printf function is carried out and the program finishes with an output of 6</p>","Arithmetic operators, arithmetic, loop, conditional statements, Integer arithmetic"
6985157,8/10/2024 22:23,0,0,0,D,5,"<p>What output is produced by the following code?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void)<br />{<br />&nbsp; &nbsp; char word[100] = ""assignments"";<br />&nbsp; &nbsp; int i = 0;<br />&nbsp; &nbsp; for (i = 0; i &lt; 11; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; if (word[i] == 's') {<br />&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; word[i] = word[i + 1];<br />&nbsp; &nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; }<br />&nbsp; &nbsp; printf(""%s"", word);</p><p>&nbsp; &nbsp; return 0;</p><p>}</p>",<p>asignments</p>,<p>asiignments</p>,<p>aaaignmentt</p>,<p>asiignment</p>,<p>asssngmentss</p>,"<p>The correct answer is 'asiignment'. When the string character is 's', the character is replaced with the next character in the array. word[1] is replaced by word[2] (s), word[2] is replaced by word[3] (i) during the next loop, and word[10] is replaced with word[11], which is a null character '\0', making word[10] not displayed.&nbsp;</p>","indexing, loop, arrays, conditional statements, strings"
6985162,8/10/2024 22:26,4,2,1,B,5,"<p>What output would the following code give?</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>int main(void) {</p><p>&nbsp; &nbsp; int i;<br />&nbsp; &nbsp; int number_array[4] = { 2, 4, 6, 8 };</p><p>&nbsp;</p><p>&nbsp; &nbsp; for (i = 0; i &lt; 4; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; number_array[(i+2) % 4] = number_array[i];<br />&nbsp; &nbsp; }</p><p>&nbsp;</p><p>&nbsp; &nbsp; printf(""Answer: "");</p><p>&nbsp;</p><p>&nbsp; &nbsp; for (i = 0; i &lt; 4; i++) {<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", number_array[i] * number_array[i]);</p><p>&nbsp; &nbsp; }</p><p>&nbsp;</p><p>}</p>",<p>Answer: 2 4 2 4</p>,<p>Answer: 4 16 4 16</p>,<p>Answer: 4 64 4 64</p>,<p>Answer:</p><p>2</p><p>4</p><p>2</p><p>4</p>,<p>Answer:</p><p>4</p><p>16</p><p>4</p><p>16</p>,"<p>This program uses two 'for' loops. The first one states that ' i ' is in between the range of 0 and 3 (as the loop specifies that it must be less than 4). Hence the following iterations (when ' i ' is incremented) through the loop will provide the following results (while updating our array called 'number_array') :</p><p>&nbsp;</p><p>Our array 'number_array' is originally [2, 4, 6, 8].</p><p>&nbsp;</p><p>when i = 0,&nbsp; &nbsp; &nbsp;number_array[2] = number_array[0]&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-----------&gt;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;[2, 4, 2, 8]</p><p>when i = 1&nbsp; &nbsp; &nbsp; number_array[3] = number_array[1]&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-----------&gt;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;[2, 4, 2, 4]</p><p>when i = 2,&nbsp; &nbsp; &nbsp;number_array[0] = number_array[2]&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-----------&gt;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;[2, 4, 2, 4]</p><p>when i = 3,&nbsp; &nbsp; &nbsp;number_array[1] = number_array[3]&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;-----------&gt;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;[2, 4, 2, 4]</p><p>&nbsp;</p><p>Hence, our new array is [2,4,2,4]. We then print out ""Answer: ""</p><p>&nbsp;</p><p>After this, there is a second 'for' loop which prints out specific values based on our new array. For each iteration through the second 'for' loop, which is the exact same range as our first loop, each value at a specific index position is multiplied by itself (equivalent to squaring the value). Hence the final printed output is:</p><p>&nbsp;</p><p>Answer: 4 16 4 16</p><p>&nbsp;</p><p>Note: The values are not printed on separated lines, but is instead in a row and separated by a single space, as there is no new-line character when using printf.&nbsp;</p>","Arithmetic operators, loop, arrays, Integer arithmetic"
6985166,8/10/2024 22:05,3.5,7,6,B,4,"<p>What is the output of this code?&nbsp;</p><p>&nbsp;</p><p>int x = 5;<br />int y = 10;<br />printf(""Output = "");<br />if (x &lt; y) {<br />&nbsp; &nbsp; &nbsp; &nbsp; if (y - x &gt; 3) {<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""x "");<br />&nbsp; &nbsp; &nbsp; &nbsp; } else {<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""y "");<br />&nbsp; &nbsp; &nbsp; &nbsp; }<br />&nbsp; &nbsp; &nbsp; &nbsp; printf(""z "");<br />} else if (x == 5) {<br />printf(""j "");<br />} else {<br />printf(""k "");<br />}</p>",<p>Output = x</p>,<p>Output = x z</p>,<p>Output = x j</p>,<p>Output = x j k</p>,,"<p>Since the first if statement is true, the next if statement will be checked, which is also true. Since the condition is true, it will print x. After the if statement, z is also printed because the condition (x &lt; y) is true.&nbsp;</p>","conditional statements, if statement"
6985171,8/10/2024 22:28,3,2,2,D,5,"<p><span style=""font-family: arial, helvetica, sans-serif;"">What is the output of this code?</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">#include &lt;stdio.h&gt;</span></p><p>&nbsp;</p><p><span style=""font-family: 'courier new', courier, monospace;"">int main(void) {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int arr[] = { 1, 2, 3, 4, 5};</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int arr2[] = { 5, 4, 3, 2, 1 };</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; int i;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; for (i = 0; i &lt; 5; i++)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; arr[i] = arr[i] * 2;</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; arr[i] = arr[i] + arr2[4 - i];</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; for (i = 4; i &gt;= 0; i--)</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; {</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", arr[i]);</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; }</span><br /><span style=""font-family: 'courier new', courier, monospace;"">&nbsp; &nbsp; return 0;</span></p><p><span style=""font-family: 'courier new', courier, monospace;"">}</span></p>",<p>2 4 6 8 10</p>,<p>7 8 9 10 11</p>,<p>3 6 9 12 15</p>,<p>15 12 9 6 3</p>,<p>3 6 9 12</p>,"<p>1. This question first defines two different arrays arr and arr2 containing an integer sequence.</p><p>&nbsp;</p><p>2. Inside the first for loop, which increments i positively from 0 to 4, values in arr are multiplied by 2.</p><p>e.g. arr[0] = 1 * 2 = 2</p><p>&nbsp;</p><p>3. Then the new values in arr are added with the value in arr2 with index 4 - i.</p><p>e.g. arr[0] = 2 + arr[4] = 2 + 1 = 3</p><p>&nbsp;</p><p>4. The bottom for loop, which increments i negatively from 4 to 0, displays the values of the modified arr array backwards.</p><p>e.g. arr[4] arr[3] arr[2] arr[1] arr[0]&nbsp;</p>","arithmetic, loop, arrays"
6985175,8/10/2024 22:32,3,2,2,C,4,"<p>#include &lt;stdio.h&gt;</p><p>&nbsp;</p><p>void modifyArray(int *arr, int size) {<br />for (int i = 0; i &lt; size; i++) {<br />arr[i] *= 2;&nbsp;<br />}<br />}</p><p>&nbsp;</p><p>int main() {<br />int values[] = {1, 2, 3, 4, 5};<br />int size = sizeof(values) / sizeof(values[0]);</p><p>&nbsp;</p><p>modifyArray(values, size);</p><p>&nbsp;</p><p>for (int i = 0; i &lt; size; i++) {<br />printf(""%d "", values[i]);<br />}</p><p>&nbsp;</p><p>return 0;<br />}</p>",<p>1 2 3 4 5</p>,<p>3 6 9 12 15</p>,<p>2 4 6 8 10</p>,<p>5 10 15 20 25</p>,,"<p>The modifyArray function takes an integer array and its size as parameters. <br />It iterates through the array and doubles each element. <br />In the main function, the values array is initially set to {1, 2, 3, 4, 5}. <br />After calling modifyArray, the elements are modified to {2, 4, 6, 8, 10}. <br />The final printf loop outputs these modified values.</p>","Arithmetic operators, loop, arrays, functions, Pointers"
6985178,8/10/2024 22:34,2.33,7,6,B,5,"<p><span style=""font-family: arial, helvetica, sans-serif;"">What is the output of the following code?</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; int arr[8] = {1, 1, 2, 3, 5, 8, 13, 21};</span><br /><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; int i;</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; for (i = 0; i &lt; 8; i++) {</span><br /><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; &nbsp; &nbsp; arr[i] = arr[(i+1)%4];</span><br /><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; }</span></p><p>&nbsp;</p><p><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; for (i = 0; i &lt; 8; i++) {</span><br /><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; &nbsp; &nbsp; printf(""%d "", arr[i]);</span><br /><span style=""font-family: arial, helvetica, sans-serif;"">&nbsp; &nbsp; }</span></p>",<p>1 2 3 5 8 13 21 1</p>,<p>1 2 3 1 2 3 1 1</p>,<p>2 3 5 8 1 1 2 3</p>,<p>0 1 1 2 3 5 8 13</p>,<p>8 13 21 1 1 2 3 5</p>,"<p>An array called arr is initialised with 8 elements, with index's from zero to 7. A for loop then iterates through the array with i initialised as zero. If i is less than 8 the loop will continue to run until it reaches the last element. The line ""arr[i] = arr[(i+1)%4];"" replaces the element at index i with with the element at index (i+1)%4 (modulus). This means whatever element at index i+1 is divided by 4 and the remainder is returned. For example when i = 3, the element at i = 4 is 5. This element then gets divided by four and a remainder of 1 is returned into the square brackets. This remaining number then becomes the index number. This means that the element at index i = 3 is replaced with the element at index i = 1, assigning 1 to where 5 is.</p>","indexing, arrays, loop"
6985183,8/10/2024 22:37,3.5,2,2,D,5,"<p>What will the final output be of the following code:</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>int main(void)<br />{<br />double x = 5.2;<br />double y = 10.8;</p><p>double array[3] = {1,2,3};</p><p>&nbsp;</p><p>double i;</p><p>i = (int) (y/x);</p><p>&nbsp;</p><p>for (int a = 0; a&lt;3; a++){<br />array[a] = i+a;<br />printf(""%.2f "",array[a]);<br />}</p><p>return 0;<br />}</p><p>&nbsp;</p>",<p>1.00 2.00 3.00</p>,<p>1.08 2.08 3.08</p>,<p>2.08 3.08 4.08</p>,<p>&nbsp;</p><p>2.00 3.00 4.00</p><p>&nbsp;</p>,<p>None of the above</p>,"<p>When solving for 'i' we do 10.8 / 5.2 which is 2.076&hellip; but the whole operation is converted into integer so the final number for 'i' is 2.</p><p>Then for the array (which is a double) loop, the loop goes through each array position and adds 2 to 'a' so we have 2 + 0, 2 +1 and 2 +2.</p><p>Then the value of the array at 'a' is printed, however since there the array is a double and has '.2f' it will print the integer with two zeros at the end of each output.</p>","Arithmetic operators, arithmetic, loop, arrays"
6985184,8/10/2024 22:37,2,1,1,C,5,"<p>What is the output for the following?<br /><br />#include &lt;stdio.h&gt;</p><p>int Multiplier(int x, int y)<br />{<br />x = (x * x);<br />y = (y * y);<br />return (x * y);</p><p>}</p><p>&nbsp;</p><p>&nbsp;</p><p>int main(void)<br />{<br />int values[5] = {5, 4, 3, 2, 1};<br />int i = 0;<br />int x = values[i];<br />i++;<br />int y = values[i];</p><p>y = Multiplier(x, y);<br />x = Multiplier(y, x);</p><p>printf(""Result = %d &nbsp;%d\n"", x, y);</p><p>return 0;</p><p>}</p>",<p>Result = 400 &nbsp;400</p>,<p>Result = 2500 &nbsp;16</p>,<p>Result = 80000 &nbsp;400</p>,<p>Result = 16 &nbsp;400</p>,<p>Result = 20 &nbsp;400</p>,"<p>The first time the Multiplier function is called, x is equal to 5 and y equals 4.<br />Therefore the multiplier function will return y as 400.</p><p>&nbsp;</p><p>The second time the function is called, the y is updated to 400.<br />Therefore the multiplier function will return x as 80000.</p><p>&nbsp;</p><p>Therefore, the result will be: Result = 80000 &nbsp;400.</p>","Arithmetic operators, Structures, arithmetic, arrays, Return types"
6985186,8/10/2024 22:38,3.6,5,5,A,5,"<p>What is the output of the following code if the inputs a, b and c are 1, 2 and 3 respectably.</p><p>&nbsp;</p><p>#include &lt;stdio.h&gt;</p><p>void Change(int* a, int *b, int c)</p><p>{</p><p>printf(""Result = "");</p><p>*a = *a - *b;</p><p>*b = *a + c;</p><p>c = *a + *b;</p><p>}</p><p>int main(void)</p><p>{</p><p>int a = 3;</p><p>int b = 2;</p><p>int c = 1;</p><p>Change(&amp;a, &amp;b, c);</p><p>printf(""%d %d %d"", a, b, c);</p><p>}</p>",<p>Result = 1 2 1</p>,<p>Result = 1 4 1</p>,<p>Result = 1 4 5</p>,<p>Result = 1 2 3</p>,<p>Result = 3 2 5</p>,"<p>The correct answer is A. This is because in the change function variables a and b are called by reference to the pointers a and b respectably, while the variable c is called by value. This means the change function creates its own copy of the variable C, while variables A and B are taken directly from the main code.</p><p>The first operation&nbsp;*a = *a - *b; is equivalent to *a = 3 - 2 so changes the value of variable A to 1.</p><p>The second operation&nbsp;*b = *a + c; is equivalent to *a = 1 + 1 so changes the value of variable B to 2.</p><p>The third operation&nbsp;c = *a + *b; is equivalent to c = 1 + 1 so changes the value of variable C to 3, however since this is only a copy of the variable C from the main code, the overall output will be 1 2 1.</p>","Arithmetic operators, Call By Reference, Call by Value, Integer arithmetic, Pointers"
